customer_id,senior_citizen,partner,dependents,tenure,contract,paperless_billing,payment_method,internet_service,tech_support,monthly_charges,total_charges,churn
CUST-001315,0,No,Yes,21,Month-to-month,Yes,Credit card,Fiber optic,Yes,70.43,1442.15,1
CUST-001316,0,No,No,51,Month-to-month,No,Credit card,No,Yes,109.89,5661.44,1
CUST-001317,0,Yes,No,43,Month-to-month,Yes,Electronic check,Fiber optic,No,42.54,1829.9,0
CUST-001318,0,Yes,No,32,One year,Yes,Credit card,Fiber optic,No,96.44,3040.06,0
CUST-001319,0,Yes,No,28,Two year,Yes,Credit card,No,No,45.44,1249.41,1
CUST-001320,0,No,No,8,One year,Yes,Credit card,No,Yes,71.76,670.51,0
CUST-001321,0,Yes,No,20,One year,Yes,Electronic check,No,No,71.5,1463.22,1
CUST-001322,1,No,No,40,Month-to-month,Yes,Credit card,DSL,Yes,84.84,3446.02,0
CUST-001323,0,Yes,Yes,64,Month-to-month,Yes,Bank transfer,DSL,No,72.52,4589.2,0
CUST-001324,0,No,No,63,One year,Yes,Electronic check,Fiber optic,No,42.82,2663.22,0
CUST-001325,0,No,No,13,Month-to-month,Yes,Bank transfer,Fiber optic,Yes,91.41,1154.26,1
CUST-001326,0,No,No,49,Month-to-month,Yes,Electronic check,DSL,No,116.95,5739.77,1
CUST-001327,0,Yes,No,6,Month-to-month,Yes,Credit card,Fiber optic,No,47.49,276.24,0
CUST-001328,0,Yes,Yes,49,Two year,No,Bank transfer,Fiber optic,No,18.0,857.53,0
CUST-001329,0,Yes,Yes,24,One year,No,Mailed check,DSL,No internet service,79.98,1901.32,0
CUST-001330,0,Yes,No,32,Month-to-month,Yes,Electronic check,Fiber optic,No,55.06,1722.22,1
CUST-001331,0,Yes,No,52,One year,Yes,Credit card,DSL,Yes,61.07,3166.65,0
CUST-001332,0,Yes,Yes,31,Month-to-month,Yes,Electronic check,No,No,81.69,2588.05,1
CUST-001333,0,No,No,58,Month-to-month,No,Credit card,DSL,No,51.31,2900.32,1
CUST-001334,0,No,No,38,Month-to-month,No,Bank transfer,Fiber optic,No,56.93,2180.66,1
CUST-001335,1,No,No,72,Month-to-month,Yes,Electronic check,Fiber optic,No,62.0,4533.0,0
CUST-001336,0,Yes,Yes,46,One year,No,Mailed check,DSL,Yes,109.09,5008.98,0
CUST-001337,0,No,Yes,21,Month-to-month,Yes,Credit card,Fiber optic,Yes,65.9,1357.46,0
CUST-001338,0,No,No,56,One year,No,Credit card,No,Yes,27.93,1610.29,0
CUST-001339,0,No,No,29,Month-to-month,No,Electronic check,Fiber optic,No internet service,29.12,795.27,0
CUST-001340,0,Yes,No,38,One year,Yes,Electronic check,DSL,No,69.18,2627.71,1
CUST-001341,0,No,Yes,9,One year,No,Electronic check,Fiber optic,No,31.12,228.09,0
CUST-001342,0,Yes,Yes,8,One year,Yes,Bank transfer,DSL,No,18.13,51.53,0
CUST-001343,0,Yes,Yes,41,One year,No,Electronic check,Fiber optic,No internet service,84.07,3439.27,1
CUST-001344,0,Yes,No,13,Two year,Yes,Electronic check,Fiber optic,No internet service,85.53,1048.72,0
CUST-001345,1,Yes,No,72,Month-to-month,Yes,Mailed check,Fiber optic,No,53.96,3884.54,0
CUST-001346,0,No,Yes,62,One year,Yes,Credit card,DSL,No,73.81,4631.97,0
CUST-001347,0,No,No,51,One year,Yes,Electronic check,DSL,No internet service,70.64,3695.35,1
CUST-001348,0,No,Yes,53,Month-to-month,Yes,Bank transfer,DSL,No,83.07,4407.39,0
CUST-001349,0,No,No,43,Month-to-month,Yes,Electronic check,Fiber optic,No,83.14,3625.98,1
CUST-001350,1,No,No,4,Month-to-month,Yes,Bank transfer,Fiber optic,No,18.0,91.95,1
CUST-001351,0,No,No,28,Month-to-month,No,Bank transfer,Fiber optic,No,57.79,1598.96,0
CUST-001352,0,No,Yes,36,Month-to-month,Yes,Credit card,DSL,No,80.54,2803.2,1
CUST-001353,0,Yes,No,66,Month-to-month,Yes,Bank transfer,DSL,No,52.69,3558.86,0
CUST-001354,0,Yes,No,16,One year,Yes,Electronic check,Fiber optic,Yes,66.09,1004.98,0
CUST-001355,0,Yes,Yes,36,Month-to-month,Yes,Mailed check,Fiber optic,No,87.52,3219.86,1
CUST-001356,0,No,Yes,25,Two year,Yes,Electronic check,No,No,67.43,1712.59,0
CUST-001357,0,No,No,9,Month-to-month,Yes,Electronic check,DSL,Yes,110.24,943.36,0
CUST-001358,0,Yes,No,7,One year,Yes,Credit card,DSL,No,98.81,707.27,1
CUST-001359,0,No,No,26,Month-to-month,Yes,Mailed check,Fiber optic,Yes,61.44,1704.09,0
CUST-001360,0,No,Yes,6,Month-to-month,Yes,Credit card,Fiber optic,No internet service,59.06,431.14,0
CUST-001361,0,Yes,Yes,4,Month-to-month,No,Electronic check,Fiber optic,Yes,18.0,46.36,1
CUST-001362,1,No,No,25,One year,No,Credit card,DSL,Yes,55.2,1344.4,0
CUST-001363,0,No,Yes,14,Month-to-month,No,Credit card,DSL,No,24.4,346.61,1
CUST-001364,0,Yes,Yes,40,Two year,No,Bank transfer,Fiber optic,Yes,71.64,2857.32,0
CUST-001365,0,Yes,Yes,1,Month-to-month,Yes,Electronic check,DSL,No,69.59,129.58,1
CUST-001366,0,No,No,22,One year,No,Credit card,Fiber optic,No,85.88,1926.34,0
CUST-001367,0,Yes,No,33,Month-to-month,No,Credit card,DSL,No internet service,106.9,3443.09,0
CUST-001368,0,Yes,No,70,One year,No,Electronic check,DSL,Yes,64.21,4517.63,0
CUST-001369,0,No,No,46,Month-to-month,Yes,Credit card,DSL,Yes,120.0,5511.05,0
CUST-001370,0,Yes,No,64,Month-to-month,Yes,Credit card,No,Yes,71.97,4607.94,1
CUST-001371,0,Yes,Yes,25,Month-to-month,No,Electronic check,DSL,No internet service,25.69,654.7,0
CUST-001372,0,No,Yes,32,Month-to-month,Yes,Mailed check,DSL,No internet service,48.14,1600.42,0
CUST-001373,0,No,Yes,30,Month-to-month,Yes,Electronic check,No,Yes,53.82,1663.49,0
CUST-001374,0,Yes,No,64,Two year,Yes,Mailed check,DSL,Yes,82.76,5259.15,0
CUST-001375,0,Yes,No,70,Month-to-month,Yes,Credit card,DSL,Yes,36.58,2557.67,1
CUST-001376,0,Yes,No,70,Month-to-month,Yes,Credit card,DSL,Yes,56.06,3901.77,0
CUST-001377,0,Yes,No,54,Two year,No,Electronic check,Fiber optic,Yes,60.17,3165.09,0
CUST-001378,0,No,Yes,36,Month-to-month,No,Bank transfer,Fiber optic,No internet service,51.56,1850.69,1
CUST-001379,0,Yes,No,39,Month-to-month,No,Mailed check,No,Yes,89.34,3576.5,1
CUST-001380,0,Yes,No,71,One year,No,Mailed check,Fiber optic,No internet service,84.24,5895.44,0
CUST-001381,0,No,No,20,Two year,Yes,Bank transfer,Fiber optic,Yes,100.0,1998.8,0
CUST-001382,0,No,No,25,One year,Yes,Bank transfer,DSL,No internet service,55.07,1373.94,0
CUST-001383,0,No,No,65,Month-to-month,No,Electronic check,Fiber optic,No,101.08,6584.59,0
CUST-001384,0,Yes,No,28,Two year,Yes,Electronic check,No,Yes,24.08,626.1,0
CUST-001385,0,Yes,No,17,Month-to-month,Yes,Credit card,No,No,23.35,325.69,1
CUST-001386,0,No,No,40,Two year,No,Electronic check,DSL,Yes,28.59,1074.67,0
CUST-001387,0,No,Yes,23,Two year,No,Mailed check,Fiber optic,No internet service,65.28,1567.99,1
CUST-001388,0,No,No,65,Two year,Yes,Credit card,Fiber optic,No,101.07,6520.42,0
CUST-001389,0,Yes,No,66,Month-to-month,No,Credit card,No,No internet service,46.94,3073.06,0
CUST-001390,0,No,Yes,22,Month-to-month,No,Bank transfer,DSL,No internet service,50.7,1220.63,1
CUST-001391,0,No,No,38,One year,No,Electronic check,Fiber optic,Yes,58.52,2187.05,0
CUST-001392,0,Yes,No,71,Month-to-month,No,Bank transfer,Fiber optic,No,82.18,5851.9,1
CUST-001393,0,Yes,No,54,Month-to-month,Yes,Bank transfer,No,No,50.67,2789.37,0
CUST-001394,0,Yes,Yes,15,Two year,No,Mailed check,Fiber optic,No,49.0,785.79,1
CUST-001395,1,No,Yes,43,One year,No,Electronic check,No,No,24.64,992.94,0
CUST-001396,0,Yes,No,45,Month-to-month,Yes,Mailed check,Fiber optic,Yes,47.85,2117.58,0
CUST-001397,0,Yes,No,47,Month-to-month,No,Mailed check,DSL,No,100.32,4730.16,0
CUST-001398,0,No,No,1,Month-to-month,Yes,Credit card,Fiber optic,No,67.73,164.18,1
CUST-001399,0,No,No,21,Month-to-month,Yes,Bank transfer,No,Yes,42.8,860.72,1
CUST-001400,1,Yes,No,62,Month-to-month,Yes,Electronic check,DSL,No internet service,102.08,6304.28,0
CUST-001401,0,No,Yes,17,Two year,Yes,Electronic check,Fiber optic,No internet service,47.44,827.46,1
CUST-001402,1,Yes,No,21,One year,Yes,Mailed check,No,No,107.6,2290.58,0
CUST-001403,0,No,Yes,23,Month-to-month,No,Mailed check,No,Yes,107.11,2497.54,1
CUST-001404,1,No,No,12,Month-to-month,Yes,Electronic check,Fiber optic,No,66.68,757.84,1
CUST-001405,0,No,No,11,One year,No,Credit card,Fiber optic,Yes,20.04,193.84,0
CUST-001406,0,No,No,25,Two year,Yes,Credit card,DSL,No,120.0,3010.78,0
CUST-001407,0,No,Yes,63,Two year,No,Credit card,Fiber optic,No,76.62,4890.18,1
CUST-001408,0,No,Yes,0,Month-to-month,Yes,Mailed check,Fiber optic,Yes,55.28,0.0,1
CUST-001409,1,No,No,20,Two year,No,Credit card,Fiber optic,Yes,93.68,1872.48,0
CUST-001410,0,No,No,4,Month-to-month,No,Bank transfer,DSL,Yes,86.07,292.98,1
CUST-001411,0,No,No,40,Month-to-month,No,Mailed check,DSL,No,104.33,4266.36,0
CUST-001412,1,No,No,18,Two year,No,Electronic check,Fiber optic,No,45.13,820.05,1
CUST-001413,0,No,No,57,Month-to-month,Yes,Electronic check,Fiber optic,Yes,74.55,4303.24,0
CUST-001414,0,Yes,No,42,Month-to-month,No,Electronic check,No,No internet service,29.42,1237.13,0
CUST-001415,0,No,No,57,Month-to-month,Yes,Credit card,Fiber optic,No,84.99,4848.69,0
CUST-001416,0,Yes,No,46,Month-to-month,Yes,Bank transfer,No,Yes,64.31,2883.24,0
CUST-001417,0,Yes,Yes,32,Month-to-month,Yes,Credit card,Fiber optic,No,73.43,2242.22,0
CUST-001418,0,No,No,62,One year,No,Bank transfer,Fiber optic,No,60.61,3820.42,0
CUST-001419,0,No,No,34,Month-to-month,No,Electronic check,Fiber optic,No,57.47,1957.88,1
CUST-001420,0,Yes,No,69,Month-to-month,No,Mailed check,DSL,No,38.95,2697.87,0
CUST-001421,0,No,No,72,Two year,Yes,Electronic check,DSL,Yes,88.71,6324.67,0
CUST-001422,1,Yes,No,42,Month-to-month,No,Credit card,No,Yes,109.69,4561.83,0
CUST-001423,0,No,No,49,Two year,No,Electronic check,DSL,Yes,48.3,2419.82,0
CUST-001424,0,Yes,No,18,Month-to-month,No,Electronic check,Fiber optic,Yes,81.61,1555.99,1
CUST-001425,0,No,No,59,One year,Yes,Mailed check,DSL,No,77.97,4569.17,0
CUST-001426,1,No,Yes,49,Month-to-month,No,Credit card,Fiber optic,No internet service,65.24,3230.33,0
CUST-001427,1,No,No,65,Two year,No,Mailed check,DSL,No,19.2,1257.5,0
CUST-001428,0,Yes,Yes,19,Month-to-month,No,Electronic check,Fiber optic,No internet service,25.95,487.02,1
CUST-001429,0,No,Yes,57,Two year,Yes,Bank transfer,Fiber optic,No,41.57,2462.09,0
CUST-001430,1,No,No,34,Month-to-month,No,Electronic check,DSL,Yes,18.0,589.34,0
CUST-001431,1,Yes,Yes,13,One year,No,Bank transfer,Fiber optic,No internet service,107.24,1456.16,0
CUST-001432,0,Yes,No,12,Month-to-month,Yes,Bank transfer,No,Yes,76.03,931.43,1
CUST-001433,0,No,No,41,Month-to-month,No,Electronic check,Fiber optic,Yes,64.1,2627.26,1
CUST-001434,0,Yes,No,23,Month-to-month,No,Mailed check,No,No internet service,18.0,482.6,1
CUST-001435,0,Yes,No,7,Month-to-month,No,Electronic check,Fiber optic,No,18.0,140.51,1
CUST-001436,0,Yes,No,31,Month-to-month,Yes,Electronic check,Fiber optic,No internet service,64.93,2008.01,0
CUST-001437,0,Yes,No,47,One year,Yes,Bank transfer,Fiber optic,Yes,120.0,5708.97,1
CUST-001438,0,No,No,23,Month-to-month,Yes,Electronic check,No,No,44.04,1075.38,1
CUST-001439,0,No,Yes,69,Month-to-month,Yes,Electronic check,Fiber optic,Yes,90.91,6332.89,0
CUST-001440,0,No,Yes,56,Month-to-month,Yes,Bank transfer,Fiber optic,No,50.6,2639.21,0
CUST-001441,1,Yes,No,37,Month-to-month,No,Bank transfer,No,No internet service,66.66,2488.43,1
CUST-001442,0,Yes,No,68,Month-to-month,Yes,Credit card,No,No,101.44,6908.53,0
CUST-001443,1,Yes,Yes,31,One year,Yes,Credit card,Fiber optic,No,54.62,1691.48,1
CUST-001444,0,No,No,10,Month-to-month,Yes,Mailed check,DSL,No internet service,44.3,473.49,1
CUST-001445,0,No,No,2,Two year,No,Mailed check,Fiber optic,No internet service,107.54,228.11,0
CUST-001446,0,No,No,68,Month-to-month,No,Bank transfer,Fiber optic,Yes,66.37,4547.05,0
CUST-001447,0,Yes,No,70,Month-to-month,Yes,Credit card,Fiber optic,Yes,97.74,6828.4,0
CUST-001448,0,Yes,Yes,53,Two year,Yes,Mailed check,Fiber optic,No internet service,44.44,2430.23,0
CUST-001449,0,No,Yes,7,Month-to-month,Yes,Credit card,Fiber optic,No,107.2,789.35,1
CUST-001450,0,Yes,No,21,Month-to-month,No,Bank transfer,DSL,No,73.21,1564.54,1
CUST-001451,0,Yes,No,2,Two year,No,Electronic check,Fiber optic,Yes,78.04,180.77,0
CUST-001452,0,Yes,Yes,3,Two year,No,Credit card,Fiber optic,Yes,68.95,264.71,0
CUST-001453,0,Yes,No,17,One year,No,Electronic check,Fiber optic,No internet service,49.84,898.36,0
CUST-001454,0,Yes,Yes,41,Month-to-month,No,Credit card,DSL,No,64.95,2657.31,0
CUST-001455,0,No,Yes,4,One year,Yes,Electronic check,No,No,51.72,256.4,0
CUST-001456,0,No,No,71,Two year,Yes,Bank transfer,DSL,Yes,93.79,6667.79,0
CUST-001457,0,No,No,33,Two year,Yes,Bank transfer,No,Yes,58.91,2039.88,0
CUST-001458,0,Yes,No,19,Month-to-month,Yes,Electronic check,Fiber optic,No,20.1,436.79,1
CUST-001459,0,Yes,No,37,Month-to-month,Yes,Bank transfer,DSL,No internet service,18.0,634.72,0
CUST-001460,0,No,No,57,Month-to-month,Yes,Electronic check,No,Yes,18.0,1142.54,0
CUST-001461,0,No,No,22,Month-to-month,Yes,Mailed check,Fiber optic,No,83.54,1732.78,1
CUST-001462,0,No,Yes,3,One year,Yes,Electronic check,Fiber optic,No,30.45,123.22,0
CUST-001463,0,No,No,3,Month-to-month,No,Credit card,No,Yes,74.0,187.19,1
CUST-001464,1,No,Yes,62,Month-to-month,Yes,Credit card,No,No,69.1,4378.31,0
CUST-001465,0,No,No,8,Month-to-month,Yes,Electronic check,Fiber optic,No,63.06,517.12,1
CUST-001466,1,Yes,No,46,Month-to-month,Yes,Credit card,No,Yes,78.15,3555.21,0
CUST-001467,0,Yes,No,28,Month-to-month,Yes,Credit card,DSL,No,69.75,1939.68,1
CUST-001468,1,No,No,56,Month-to-month,No,Electronic check,DSL,Yes,18.0,972.3,0
CUST-001469,0,No,No,4,Month-to-month,Yes,Credit card,DSL,No,55.29,205.87,0
CUST-001470,0,Yes,Yes,65,Two year,No,Electronic check,DSL,No internet service,77.75,5037.32,0
CUST-001471,0,No,No,50,Month-to-month,No,Credit card,Fiber optic,No internet service,114.21,5672.94,1
CUST-001472,1,Yes,Yes,32,Month-to-month,No,Bank transfer,DSL,No,115.59,3712.38,1
CUST-001473,0,No,No,15,Month-to-month,No,Credit card,Fiber optic,No,24.11,381.21,1
CUST-001474,0,Yes,No,71,Month-to-month,Yes,Electronic check,DSL,No,54.51,3820.39,0
CUST-001475,0,Yes,Yes,22,Month-to-month,Yes,Mailed check,Fiber optic,No,18.02,313.53,0
CUST-001476,0,Yes,Yes,35,Month-to-month,No,Credit card,Fiber optic,Yes,110.6,3886.55,0
CUST-001477,0,Yes,No,28,Month-to-month,No,Bank transfer,DSL,No,95.39,2697.52,1
CUST-001478,0,No,No,16,Month-to-month,No,Bank transfer,Fiber optic,Yes,75.52,1244.83,1
CUST-001479,0,No,No,30,One year,Yes,Bank transfer,Fiber optic,No,69.98,2126.96,0
CUST-001480,0,Yes,No,11,Month-to-month,Yes,Bank transfer,Fiber optic,No,106.42,1249.26,1
CUST-001481,0,Yes,No,0,Month-to-month,Yes,Electronic check,No,No,101.34,49.85,0
CUST-001482,0,Yes,No,21,One year,No,Electronic check,No,No,99.74,2228.53,0
CUST-001483,0,Yes,No,8,Month-to-month,Yes,Electronic check,DSL,No,78.7,784.63,1
CUST-001484,0,No,No,30,Month-to-month,Yes,Electronic check,Fiber optic,No,54.52,1547.69,1
CUST-001485,0,No,No,62,Month-to-month,Yes,Credit card,DSL,No internet service,88.01,5346.76,0
CUST-001486,0,Yes,Yes,11,Month-to-month,Yes,Mailed check,Fiber optic,No,89.48,983.91,1
CUST-001487,0,No,No,0,Month-to-month,Yes,Mailed check,Fiber optic,Yes,59.28,25.21,1
CUST-001488,1,No,Yes,8,Two year,Yes,Electronic check,Fiber optic,No internet service,54.46,431.89,1
CUST-001489,0,Yes,No,37,Two year,Yes,Credit card,No,Yes,99.0,3698.18,0
CUST-001490,0,No,No,20,Two year,Yes,Electronic check,Fiber optic,Yes,114.92,2284.89,1
CUST-001491,0,Yes,No,35,Month-to-month,Yes,Electronic check,Fiber optic,Yes,42.52,1453.5,1
CUST-001492,0,No,Yes,2,Month-to-month,Yes,Credit card,Fiber optic,No,57.1,87.06,0
CUST-001493,0,Yes,Yes,24,Month-to-month,No,Electronic check,DSL,No,75.53,1802.71,0
CUST-001494,0,Yes,No,29,Month-to-month,No,Credit card,DSL,No,79.6,2350.58,1
CUST-001495,0,Yes,Yes,31,Month-to-month,No,Mailed check,Fiber optic,No internet service,49.33,1504.89,1
CUST-001496,0,No,Yes,40,Month-to-month,Yes,Credit card,Fiber optic,No,120.0,4785.55,1
CUST-001497,0,No,No,56,Month-to-month,No,Electronic check,DSL,Yes,77.66,4377.47,0
CUST-001498,0,No,No,34,Month-to-month,Yes,Electronic check,Fiber optic,No,80.94,2742.02,1
CUST-001499,0,No,No,61,Month-to-month,Yes,Mailed check,DSL,No,117.77,7239.81,0
CUST-001500,0,No,Yes,38,One year,No,Bank transfer,Fiber optic,No,51.53,1912.16,1
CUST-001501,0,No,No,19,Month-to-month,Yes,Credit card,Fiber optic,No,62.35,1127.83,1
CUST-001502,0,Yes,No,16,Two year,Yes,Electronic check,DSL,No,27.4,453.63,0
CUST-001503,0,Yes,No,23,Month-to-month,Yes,Bank transfer,DSL,No,59.83,1396.3,0
CUST-001504,0,No,No,43,Month-to-month,No,Electronic check,DSL,No,20.33,830.94,0
CUST-001505,0,No,Yes,17,Month-to-month,No,Credit card,Fiber optic,No internet service,87.44,1553.66,1
CUST-001506,0,No,No,66,Month-to-month,Yes,Credit card,No,Yes,77.6,5217.85,0
CUST-001507,0,No,Yes,35,Month-to-month,Yes,Electronic check,DSL,Yes,56.69,1952.76,1
CUST-001508,1,No,Yes,63,Month-to-month,Yes,Electronic check,Fiber optic,No,61.99,3979.74,1
CUST-001509,1,Yes,No,49,One year,Yes,Credit card,Fiber optic,No internet service,87.84,4185.05,0
CUST-001510,0,No,No,24,Month-to-month,Yes,Credit card,Fiber optic,No,30.93,796.13,1
CUST-001511,0,No,No,16,Month-to-month,Yes,Bank transfer,DSL,No,71.13,1095.19,0
CUST-001512,0,No,No,54,Two year,No,Mailed check,DSL,No internet service,85.99,4692.26,0
CUST-001513,0,No,No,24,Month-to-month,No,Bank transfer,No,No,18.0,383.94,0
CUST-001514,0,Yes,Yes,18,One year,Yes,Electronic check,No,No,85.55,1536.48,0
CUST-001515,0,No,No,67,Month-to-month,Yes,Credit card,Fiber optic,No,18.0,1165.49,1
CUST-001516,0,Yes,No,35,Month-to-month,No,Credit card,Fiber optic,No,61.47,2140.76,0
CUST-001517,1,No,No,3,Month-to-month,Yes,Credit card,DSL,No,30.1,181.8,1
CUST-001518,0,No,No,36,Month-to-month,Yes,Credit card,DSL,No internet service,107.94,3880.44,0
CUST-001519,0,Yes,No,33,One year,Yes,Credit card,DSL,Yes,30.29,1105.09,1
CUST-001520,1,Yes,No,63,Month-to-month,No,Electronic check,Fiber optic,Yes,18.0,1114.71,0
CUST-001521,1,Yes,No,51,Month-to-month,Yes,Credit card,DSL,No,69.0,3593.59,0
CUST-001522,0,No,No,13,Month-to-month,Yes,Electronic check,DSL,No,52.59,602.39,1
CUST-001523,0,Yes,No,10,Two year,No,Mailed check,DSL,No,19.86,184.27,0
CUST-001524,0,No,No,44,One year,Yes,Mailed check,DSL,No internet service,80.77,3527.07,0
CUST-001525,0,No,Yes,3,Two year,No,Electronic check,Fiber optic,No,18.0,130.89,0
CUST-001526,0,Yes,No,23,One year,Yes,Mailed check,Fiber optic,No internet service,33.91,789.19,0
CUST-001527,0,No,No,10,One year,Yes,Mailed check,Fiber optic,Yes,47.74,373.0,0
CUST-001528,1,No,Yes,1,Month-to-month,Yes,Electronic check,Fiber optic,Yes,89.07,23.56,1
CUST-001529,0,No,No,67,Two year,No,Mailed check,Fiber optic,No,103.86,6907.99,0
CUST-001530,0,Yes,No,6,Month-to-month,Yes,Electronic check,Fiber optic,No,98.08,635.18,1
CUST-001531,0,No,No,0,Month-to-month,Yes,Bank transfer,DSL,Yes,60.4,40.25,1
CUST-001532,0,No,No,68,One year,Yes,Bank transfer,DSL,Yes,18.0,1208.98,0
CUST-001533,1,No,No,13,Month-to-month,No,Bank transfer,No,No,76.73,970.06,1
CUST-001534,0,Yes,No,59,Month-to-month,No,Credit card,Fiber optic,No,109.12,6473.9,0
CUST-001535,0,No,No,2,Month-to-month,No,Bank transfer,Fiber optic,No,102.01,147.54,1
CUST-001536,0,No,Yes,11,Month-to-month,Yes,Electronic check,DSL,No internet service,78.89,890.67,0
CUST-001537,1,No,Yes,8,Two year,Yes,Mailed check,DSL,Yes,29.31,253.11,0
CUST-001538,0,No,Yes,51,Month-to-month,Yes,Mailed check,DSL,No,49.24,2497.51,1
CUST-001539,0,Yes,No,45,Two year,Yes,Electronic check,No,Yes,120.0,5419.88,0
CUST-001540,0,No,No,34,Month-to-month,No,Credit card,Fiber optic,Yes,22.5,770.1,0
CUST-001541,0,Yes,Yes,17,One year,No,Electronic check,DSL,No,30.56,544.39,0
CUST-001542,1,No,No,6,Month-to-month,Yes,Credit card,DSL,No,93.28,492.97,1
CUST-001543,0,No,Yes,41,Two year,No,Electronic check,DSL,No,52.07,2165.6,0
CUST-001544,0,No,Yes,16,Month-to-month,Yes,Bank transfer,DSL,No,29.55,524.13,1
CUST-001545,1,No,No,43,Month-to-month,Yes,Electronic check,Fiber optic,No internet service,110.84,4782.17,0
CUST-001546,0,No,No,50,Month-to-month,Yes,Credit card,Fiber optic,Yes,78.83,3971.56,0
CUST-001547,0,Yes,Yes,62,Month-to-month,Yes,Credit card,No,No,53.55,3314.6,1
CUST-001548,0,No,No,36,Month-to-month,Yes,Electronic check,Fiber optic,No,30.63,1147.25,0
CUST-001549,1,No,No,0,One year,Yes,Electronic check,No,Yes,120.0,3.26,0
CUST-001550,1,No,No,20,Two year,No,Bank transfer,No,No,64.27,1228.0,0
CUST-001551,0,Yes,No,62,One year,No,Electronic check,No,Yes,106.92,6670.05,0
CUST-001552,0,Yes,No,38,Month-to-month,Yes,Electronic check,No,Yes,91.81,3407.07,0
CUST-001553,0,Yes,No,45,Month-to-month,No,Credit card,DSL,Yes,49.37,2235.79,1
CUST-001554,0,Yes,No,33,Two year,Yes,Bank transfer,DSL,Yes,49.61,1617.92,0
CUST-001555,0,Yes,Yes,11,Two year,Yes,Electronic check,DSL,No internet service,108.39,1169.88,0
CUST-001556,1,Yes,No,65,Month-to-month,Yes,Mailed check,Fiber optic,No internet service,108.88,7085.8,0
CUST-001557,0,No,No,56,Two year,Yes,Electronic check,Fiber optic,No,18.0,972.54,0
CUST-001558,0,No,No,72,Month-to-month,Yes,Credit card,DSL,No,81.49,5892.89,0
CUST-001559,0,Yes,No,62,Two year,No,Electronic check,No,No internet service,61.36,3807.16,0
CUST-001560,0,No,No,21,Two year,No,Mailed check,Fiber optic,No,34.0,683.14,0
CUST-001561,0,Yes,No,18,One year,Yes,Electronic check,Fiber optic,No,72.85,1378.21,0
CUST-001562,0,Yes,No,18,Month-to-month,Yes,Credit card,Fiber optic,No,24.51,451.42,1
CUST-001563,0,No,No,67,One year,No,Electronic check,DSL,No internet service,51.01,3449.21,0
CUST-001564,1,No,No,40,Month-to-month,No,Bank transfer,Fiber optic,No,41.05,1712.83,0
CUST-001565,0,Yes,No,33,One year,Yes,Mailed check,DSL,Yes,50.01,1720.34,0
CUST-001566,0,No,No,70,Month-to-month,Yes,Credit card,Fiber optic,No,62.86,4429.19,0
CUST-001567,0,Yes,Yes,44,One year,No,Electronic check,DSL,Yes,34.53,1504.19,0
CUST-001568,0,Yes,No,66,Two year,Yes,Credit card,DSL,Yes,112.2,7333.71,0
CUST-001569,0,Yes,No,71,Month-to-month,No,Credit card,Fiber optic,No,79.8,5676.13,0
CUST-001570,0,Yes,Yes,5,Month-to-month,Yes,Electronic check,Fiber optic,No,118.84,648.93,0
CUST-001571,0,No,No,26,One year,No,Electronic check,Fiber optic,Yes,60.2,1582.92,0
CUST-001572,0,No,Yes,53,Month-to-month,No,Credit card,No,No,48.54,2400.39,0
CUST-001573,1,Yes,No,59,Month-to-month,Yes,Mailed check,DSL,No,117.75,6990.75,1
CUST-001574,0,No,Yes,10,Month-to-month,Yes,Credit card,No,Yes,47.66,523.17,0
CUST-001575,0,No,No,23,Month-to-month,Yes,Credit card,DSL,No internet service,59.65,1356.89,0
CUST-001576,0,Yes,No,40,One year,Yes,Electronic check,DSL,No,86.6,3513.42,0
CUST-001577,0,No,No,58,One year,Yes,Electronic check,No,No,27.87,1647.86,0
CUST-001578,1,No,Yes,8,Month-to-month,Yes,Mailed check,Fiber optic,Yes,86.34,656.44,0
CUST-001579,1,Yes,No,43,Month-to-month,Yes,Bank transfer,Fiber optic,No internet service,82.5,3611.07,0
CUST-001580,0,No,No,21,Month-to-month,No,Mailed check,Fiber optic,No internet service,103.08,2101.31,1
CUST-001581,0,No,No,15,Month-to-month,Yes,Bank transfer,Fiber optic,Yes,91.7,1372.64,1
CUST-001582,0,Yes,Yes,37,One year,Yes,Mailed check,Fiber optic,No,104.0,3840.15,0
CUST-001583,1,Yes,No,30,Month-to-month,No,Credit card,DSL,No,61.69,1809.43,0
CUST-001584,1,No,Yes,46,Month-to-month,No,Electronic check,Fiber optic,Yes,39.12,1814.71,1
CUST-001585,0,No,Yes,23,Two year,Yes,Mailed check,No,No,120.0,2825.52,0
CUST-001586,0,Yes,No,60,Month-to-month,Yes,Electronic check,No,No internet service,19.2,1214.39,0
CUST-001587,0,No,No,5,One year,Yes,Electronic check,Fiber optic,No,22.2,147.18,0
CUST-001588,0,Yes,No,62,Month-to-month,No,Electronic check,Fiber optic,No internet service,81.95,4996.1,0
CUST-001589,0,No,Yes,2,Month-to-month,Yes,Credit card,Fiber optic,Yes,113.75,160.7,0
CUST-001590,0,No,Yes,53,Month-to-month,Yes,Mailed check,Fiber optic,No internet service,70.69,3754.88,1
CUST-001591,0,Yes,No,25,One year,No,Electronic check,No,No internet service,94.98,2372.79,0
